Area,ImageCount,InFront,Location.__lat__,Location.__lon__,ArchStyle,Address,Popup,Name,ShortName,EstimatedValue,YearBuilt,SquareFeet,LotSize,Notes,Website
Hingham Square HM,1,,42.24069,-70.89197,Colonial,118 South St,,Jonathan Thaxter,Thaxter,"2,538,100",1767,4065,0,"Born on 14 Feb 1741/2 in Hingham, MA. Jonathan died in Hingham, MA, on 2 Sep 1831; he was 90. Occupation: Housewright.<br/><br/>Jonathan was in active service as “artificer” in the Revolutionary War. He resided on South Street where Rufus Lane now [1893] resides.<br/><br/>On 2 Apr 1767 when Jonathan was 26, he married Bethia Lincoln, daughter of Enoch Lincoln (22 Jan 1719/20-12 Jun 1802) & Rachel Fearing (ca 1721-16 May 1782), in Hingham, MA.<br/><br/>Born on 28 Sep 1746 in Hingham, MA. Bethia died in Hingham, MA, on 29 Dec 1831; she was 85. They had 6 children together.",https://www.zillow.com/homedetails/118-South-St-Hingham-MA-02043/113968689_zpid/
Hingham Square,1,,42.24157,-70.88873,,37 Main St,,RSVP,Stationary,,,,,"At the shop in historic Hingham Square, just south of Boston, you will find a treasure trove of beautiful stationery, gifts and invitations to inspire any event.<br/><br>RSVP specializes in weddings, and offers a one-stop shop for everything from Save the Dates to Wedding Invitations, and day of escort cards, ceremony programs, menus…and so much more!<br/><br/>With a keen design sense and strong commitment to delivering personalized service, they work with you to create a swoonworthy invitation suite that perfectly represents your style and flair.<br/><br/>Make an appointment or stop by for a visit. They can’t wait to meet you!",http://www.rsvphingham.com/
Hingham Center HM,1,,42.23424,-70.88169,Italianate,259 Main St,,Sidney Sprague,Sprague,"1,890,100",1874,4078,0.15,,https://www.zillow.com/homedetails/259-Main-St-Hingham-MA-02043/56639973_zpid/
Crow Point,1,,42.2494507,-70.9046595,,191 Lincoln St,,Crow Point Pizzeria,,,,,,"<strong>Our Story</strong><br/><br/>
Athanasios “Naso” Gikas and his brother Vasillios “Lucky” founded Crow Point Pizzeria on July 3rd 1993. Both students to the Greek tradition of meal time celebration, the two collaborated to provide south shore families with a traditional dining experience.<br/><br/>
Almost two decades later, Crow Point’s pizza, calzones, subs, salads, and pasta are staples to the residents of the South Shore.<br/><br/>
Crow Point’s ideal location on Rt. 3A makes it easy for citizens of Hingham, Weymouth, Hull, and Cohasset to grab a meal after school, work or a day at the beach.<br/><br/>
﻿The owners of Crow Point show genuine care for each customer who walks into the restaurant.<br/><br/>
– From the Crow Point Pizzeria Family",http://www.crowpointpizzeria.com/
Hingham Harbor,1,,42.247,-70.8884,,95 Otis St,,Beach House,Snacks,,,,,"Burgers, hot dogs, fries, tacos, fish-n-chips, chicken fingers, shrimp, salads, lobster rolls, soft-serve ice cream and more!",https://beachhousehingham.com
North Scituate,1,,42.2191676,-70.7862565,,394 Gannett Rd,,Walsh Styling Beauty Bar,Beauty,,,,,"<div style=""font-family:Georgia,Times,serif;text-align:center;"">
<i>""I love the friendly and welcoming atmosphere at Walsh styling beauty bar. The girls do incredible work on weddings from makeup to hairstyling. I’ve seen it first hand. I can honestly say I have never been more comfortable in a hair salon then Walsh styling. Good job to all the beautiful girls that work there.""</i><br/><br/>
<i>""This salon is very warm and inviting, the staff are friendly and knowledgeable. I always look forward to a new look and warm smiles""</i>
</div>",http://www.walshstylingbeautybar.com/
Downtown Boston,1,,42.36095,-71.05665,,25 Union St,,Hennessy's,,,,,,"<div style=""text-align:left;""><strong>Hennessy’s</strong>, where the feel of rural Ireland merges with the upbeat pace of Downtown Boston to offer you a unique dining and entertainment experience. Relax in the summer sunshine by the open windows and watch Boston pass before you, in winter, cozy up in front of our coal fire. All year round Hennessy’s brings to you that ultimate Irish tradition: a home away from home. Indeed, it is that down to earth hospitality and comfort that has had us voted “Best Irish Bar in Boston” for six years in a row!</div>",http://www.hennessysboston.com/
Fearing Farm HM,1,,42.24422,-70.89354,Greek Revival,42 Lincoln St,,William Wilder,Wilder,"2,230,100",1852,3335,0.43,,https://www.zillow.com/homedetails/42-Lincoln-St-Hingham-MA-02043/56639169_zpid/
North Scituate,1,,42.21961,-70.78461,,348 Gannett Rd,,Super Petroleum North Scituate,Gas Station,,,,,"<strong>ABOUT US</strong><br/><br/>
Super Petroleum, Inc. was established in February 1996. From its inceptions as a single store operation, Super Petroleum has become one of the leading independent fuel retailers in New England, with sales revenue of more than $100 million per year.<br/><br/>
With more than forty locations, including franchisees and wholesale customers, in Massachusetts and New Hampshire.<br/><br/>
Super Petroleum is the next generation gasoline and diesel fuel. We have vast experience with fuel purchasing, gas station and convenient store management, consulting on the design of modern gas stations with state-of-the-art equipment and environmental compliance issues pertaining to gas stations.",http://www.superpetroleum.com/
Hingham Square HM,1,,42.24142,-70.88388,Cape Cod,22 Water St,,Allyne Cushing,Cushing,"1,135,000",1837,1547,0.11,,https://www.zillow.com/homedetails/22-Water-St-Hingham-MA-02043/56639292_zpid/
Hingham Shipyard,1,,42.25091,-70.92291,,9 Shipyard Dr #1c,,Elements Massage,Massage,,,,,"<div style=""text-align:center""><strong>The Elements Way®</strong><br/><br/>
The Elements Way® may sound like it’s about us, but it’s really about you. The Elements Way was created with one goal in mind: to give you, the client, the best and most personalized massage or skincare service you have ever had.<br/><br/>
Founded by a massage therapist, the fundamental core of Elements Massage® is to provide a truly customized therapeutic massage or skin treatment to every client, every session. By taking the time to listen and communicate with you prior to every session, massage therapists and estheticians can tailor your session to meet your needs. They combine their skills and abilities to perform the massage or skin therapy session that you want. That’s The Elements Way.<br/><br/>
The Elements Way is designed to deliver a personalized experience in every aspect of your massage or skincare service. Communication about your therapeutic needs begins when the appointment is scheduled. You tell the studio what you want, what you expect and on what areas you would like us to focus. That information allows our independently owned and operated studios to match you with a massage therapist or esthetician whose skill set will deliver the service you have requested. Elements Massage studios know what their service providers are best at, and they know that you deserve someone who will meet your expectations.<br/><br/>
The Elements Way doesn’t stop once the massage or skincare session begins. Massage therapists and estheticians conduct regular check-ins and make adjustments throughout your session to ensure the massage or skin therapy service you receive meets your expectations from beginning to end.<br/><br/>
The Elements Way allows service providers to best channel the healing and restorative power of massage and skin therapy as a vital component of overall health and wellness. More than a traditional massage or facial, it’s a specialized approach to massage and skin therapy that ensures an experience steeped in relaxation and rejuvenation.<br/><br/>
The Elements Way is our difference. At Elements Massage, we specialize in massage and skincare services. It’s therapeutic, handcrafted, and personalized. Our studios’ therapists are focused on delivering a massage or skin treatment that is responsive to your individual needs; resulting in a better session overall for you.<br/><br/>
</div>",https://elementsmassage.com/hingham?utm_medium=yext
North End,1,,42.36411,-71.05429,,290-296 Hanover St,,Caffe Vittoria,,,,,,"<div style=""text-align:left;"">Established in 1929, <strong>Caffé Vittoria</strong> is world renowned as the first Italian cafe in Boston.<br/><br/><strong>AT STANZA DEI SIGARI, THE ""GOOD LIFE"" DOESN'T GET ANY BETTER!</strong><br/><br/>Once a 1920’s speakeasy, is now Boston’s ultimate Cigar Bar. Alive with all the mystery and glamour of it’s original “underground” setting.<br/><br/>Below the historic streets of Boston’s North End, we welcome you to our paradise of the World’s Finest Cigars and Spirits.<br/><br/>Indulge in the city’s most exclusive collection of premium cigars, cognacs, ports, bourbons, single malt scotches, rums and martinis. All carefully selected to enhance the taste that lingers on your palate after each draw...<br/><br/>Discover what you’ve always imagined; that it’s easier to free the mind and enlighten the senses, where a cigar gets the respect it deserves, martini mixing is a ritual and time unfolds with urgency.</div>",https://www.caffevittoria.com/
Hingham Square HM,1,,42.24138,-70.89541,Federal,162 South St,,Abner Lincoln,Lincoln,"926,000",1794,2465,0,,https://www.zillow.com/homedetails/164-South-St-Hingham-MA-02043/56639180_zpid/
Hingham Center HM,1,,42.22895,-70.88239,Traditional,385 Main St,,Geo. M. Thompson,Thompson,"2,083,700",1890,3075,0.44,,https://www.zillow.com/homedetails/385-Main-St-Hingham-MA-02043/56640424_zpid/
North End,1,,42.36735,-71.05335,,450 Commercial Street,,Rocco's Cucina,,,,,,"<div style=""text-align:left;""><strong>ABOUT ROCCO'S CUCINA &amp; BAR</strong><br/><br/>Cozy and friendly atmosphere in the heart of Boston’s North end. Watch your favorite teams playing on one of our 10 televisions as you enjoy authentic Italian food and our Sports Bar and Grill. We have the North End’s best rotating Craft Beer list. Come in for a bite and a pint. No trip to Boston would be complete without experiencing the North End. On 450 Commercial Street you will find Rocco’s Cucina Restaurant & Bar, the premier North End sports bar! We offer a mouthwatering array of Italian favorites and other favorites on the American side. Many daily specials with the freshest ingredients. The atmosphere is casual and we showcase more than 10 TV’S so you can catch your favorite team or, as we are just a short walk to the Garden you can have a delicious meal then see your favorite teams live. Casual, Lunch and Dinner served 7 days a week until 11 PM. Bar serves until 1:30 AM, beer, wine & cordials, Reservations accepted for parties of 6 or more/Walk in. Catering available with a food minimum. $$. Rocco’s Cucina Restaurant & Bar was established in 2000 by owner Rocco Zagarella. Located in Boston’s historic North End, it has become one of Boston’s premier dining spots on the waterfront of Downtown Boston. Combining friendly North End Service with good food, Rocco’s Cucina is a great place for drinks and fun.</div>",http://roccoscucina.com/
North End,1,,42.36455,-71.0554,,115 Salem St,,Pink Carrot,,,,,,"<div style=""text-align:center;""><strong>Our Mission</strong><br/><br/>Our mission is to offer nourishment in an ever-changing world full of on-the-go conveniences.<br/><br/>We believe that a lack of time or options should not be the reason you compromise your health and comfort. Meals can and should provide your body the satisfaction and nourishment it requires- while still tasting good!<br/><br/>At Pink Carrot, we offer meals crafted with love using whole foods rich in vitamins, minerals, and enzymes. We create healthy food without sacrificing flavor.<br/><br/>Our little smoothie bar strives to inspire you to take control of your own health.<br/><br/>Food is one way to start!</div>",http://pinkcarrotboston.com/
Beacon Hill,1,,42.35755,-71.0704,,54 Charles St,,Charles Street Supply,,,,,,"<div style=""text-align:left;"">Local hardware store nestled in cozy Beacon Hill. Offering a wide range of only the best products, services, and advice!</div>",http://www.acehardware.com/mystore/index.jsp?store=12226
Hingham Square,1,,42.24121,-70.88985,,25 Central St,,Krigsman Yoga,Yoga,,,,,"""We welcome you to Krigsman. A place that will challenge you and at times frustrate you. A place that will always inspire you to find that superhero inside.""",https://krigsmanyoga.com/
Hingham Square,1,,42.2426506,-70.8898724,,147 North St,,Saint Paul's Catholic Church,Church,,,,,"The Society of Catholics of Hingham purchased the property where St Paul's stands for $1,500 in 1870. The wood church, 128 feet high and with an interior of chestnut capped with black walnut, was built on the site of the oldest house in Hingham, which had been demolished in 1866.<br/><br/>In 1988, after a six-year study of more than 1,100 parishes throughout the United States, a pastoral institute at Notre Dame chose St. Paul's Church to be featured in the video, ""The Dynamic Parish."" Churches that were deemed ""dynamic"" were community oriented churches where parishioners socialized and found spiritual enrichment and emotional support during crises. The sense of community was primarily created by St. Paul's school and its ""involved"" parent/teacher organization. The 30-minute video will be used in adult education classes to provide a diversity of leadership approaches for churches throughout the country.",https://www.hinghamcatholic.org/
Hingham Square,1,,42.24253,-70.88901,,118 North St,,Hennessy News & Liquors,Liquor,,,,,"<div><strong>Hours</strong></div><br/>
<div style=""white-space:pre"">
Sunday&#9;6:00 AM - 6:00 PM
Monday&#9;6:00 AM - 10:00 PM
Tuesday&#9;6:00 AM - 10:00 PM
Wednesday&#9;6:00 AM - 10:00 PM
Thursday&#9;6:00 AM - 10:00 PM
Friday&#9;&#9;6:00 AM - 10:00 PM
Saturday&#9;6:00 AM - 10:00 PM
</div>
","https://www.google.com/search?q=hennessy%20news%20hingham%20liquors&rlz=1C5CHFA_enUS844US844&sxsrf=AOaemvJYdaC8jtLfPqlXLOOE2mMejfizCg:1642524508937&ei=p-7mYbC4KZrL0PEPudmtgA4&ved=2ahUKEwi1-o7P4Lv1AhWNVs0KHZVVAbUQvS56BAgCEDc&uact=5&oq=hennessy+news+hingham+liquors&gs_lcp=Cgdnd3Mtd2l6EAMyBQgAEM0COg4ILhCABBDHARCvARCwAzoHCAAQsAMQHjoGCAAQFhAeOggIIRAWEB0QHjoFCCEQoAFKBAhBGAFKBAhGGABQ7gdY1hRggxhoAXAAeACAAXuIAbIGkgEDNS4zmAEAoAEByAECwAEB&sclient=gws-wiz&tbs=lf:1,lf_ui:2&tbm=lcl&rflfq=1&num=10&rldimm=6216085686449842689&lqi=Ch1oZW5uZXNzeSBuZXdzIGhpbmdoYW0gbGlxdW9yc0it2a6_5YCAgAhaLRADGAIYAyIdaGVubmVzc3kgbmV3cyBoaW5naGFtIGxpcXVvcnMqAggDKgIIApIBDGxpcXVvcl9zdG9yZaoBFRABKhEiDWhlbm5lc3N5IG5ld3MoAA&rlst=f#rlfi=hd:;si:6216085686449842689,l,Ch1oZW5uZXNzeSBuZXdzIGhpbmdoYW0gbGlxdW9yc0it2a6_5YCAgAhaLRADGAIYAyIdaGVubmVzc3kgbmV3cyBoaW5naGFtIGxpcXVvcnMqAggDKgIIApIBDGxpcXVvcl9zdG9yZaoBFRABKhEiDWhlbm5lc3N5IG5ld3MoAA;mv:[[42.2425658,-70.8887097],[42.2425651,-70.88898089999999]];tbs:lrf:!1m4!1u2!2m2!2m1!1e1!1m4!1u16!2m2!16m1!1e1!1m4!1u16!2m2!16m1!1e2!2m1!1e2!2m1!1e16!3sIAE,lf:1,lf_ui:2"
Cohasset,1,,42.2404872,-70.8038478,,1 Pleasant St,,Fire & Stone Trattoria,Pizza,,,,,Temporarily closed.,http://fireandstoneduxbury.com/
Hingham Harbor,1,,42.244961499999995,-70.8838463,,9 Summer St,,Santander Bank,Bank,,,,,"<strong>About us</strong><br/><br/>
As a global leader in financial services, we’re transforming businesses and empowering communities with product, services, and contributions, but more importantly, we’re enriching the lives of our clients. See the work we’ve done and how we’re building a better world for everyone around us.
",https://locations.santanderbank.com/ma/hingham/9-summer-street-655.html%3Futm_medium%3Dlocal%26utm_source%3Dgoogle%26utm_campaign%3Dgoogle
Hull,1,,42.26943431721686,-70.85669658144685,,50 George Washington Blvd,,Jake's,,,,,,"<strong>The O'Brien Family Welcomes You</strong><br/><br/>It was a family affair when Jake’s opened for business in 1949. John Jacobson and his brothers, Marty, Donald, Bob, and Bill, all dug clams and trapped lobsters in the waters surrounding Hull. Brother-in-law Bob Oliver also supplied lobsters from his own boat. The first cook at Jake’s was sister, Betty Oliver. Throughout the years, many nieces, nephews and cousins worked the fryers at Jake’s, and thus earned money for their college educations!<br/><br/>In the winter of 1984, the O’Brien family of Hull bought Jake’s from Dot. Jim, one of 7 children of Barbara and Ed, a graduate of the School of Hotel and Restaurant Management at UMass Amherst, took over the day to day operation of Jake’s in the summer of 1985.<br/><br/>In 2009 our new outdoor deck was added and the winter of 2010 saw our entire lounge and waiting area expanded for the convenience of our customers.<br/><br/>2021 marks our 73rd year and we are as excited as ever to continue bringing the Jake's experience to our customers!",http://jakesseafoods.com/
Hingham Center,1,,42.23327,-70.88001,,286 Main St,,Joanna's House of Beauty,Salon,,,,,"Mon Closed<br/>
Tue 10:00 AM - 6:00 PM<br/>
Wed 10:00 AM - 7:00 PM<br/>
Thu 10:00 AM - 7:00 PM<br/>
Fri 9:00 AM - 5:00 PM<br/>
Sat 8:00 AM - 4:00 PM<br/>
Sun Closed<br/>",https://www.facebook.com/p/Joannas-House-of-Beauty-100054370398220/
Reeds Corner,1,,42.222919,-70.80326699999999,,746 Chief Justice Cushing Hwy,,Beyond Dental Health - Cohasset,Beyond Dental Health,,,,,"""So glad that I found this practice to be my new dentist! Everyone was so kind and thoughtful and warm and welcoming! Loved getting to know my hygienist Marlo and I feel fantastic about the whole experience! Couldn’t recommend more highly!""<br/><br/><strong>Katie K.</strong><br/><br/>""Professional, friendly and thorough! Those like me that put off going for years: just book the appointment! You’ll feel a million times better. Big thanks to Dr. Freeman and my hygienist Marlo for making this so easy!""<br/><br/><strong>Andrew W.</strong>",https://beyonddentalhealth.com/cohasset/
Hingham High St HM,1,,42.22302,-70.88607,Traditional,502 Main St,,Seth Hobart,Hobart,"830,000",1850,1360,0.1,,https://www.zillow.com/homedetails/502-Main-St-Hingham-MA-02043/56640753_zpid/
North Scituate,1,,42.2190107,-70.7851713,,365 Gannett Road,,Dependable Cleaners North Scituate,Cleaners,,,,,"<strong>Dependable Cleaners</strong> is a full-service dry cleaning and laundry business located at 170C Shipyard Drive in the Hingham Shipyard, Massachusetts. We offer a wide range of services, including:<br/><br/><ul><li>Shirt laundry</li><li>Wash dry and fold</li><li>Tailoring</li><li>Style by Dependable - Luxury Garment Care</li><li>Linens & bed cleaning</li><li>Dry cleaning for all types of garments, including suits, dresses, sweaters, and more</li></ul>We use the latest technology and equipment to ensure that your clothes are cleaned and cared for to the highest standards. Our team of experienced professionals is also here to answer any questions you may have and help you choose the best services for your needs.",https://dependablecleaners.com/
Cohasset,1,,42.242187699999995,-70.8090437,,35 Ripley Rd,,Paul Pratt Memorial Library,Library,,,,,"<strong>Mission Statement</strong><br/><br/>The Paul Pratt Memorial Library is a vibrant community hub that serves as an incubator of discovery and a catalyst for creative imagination and lifelong learning.<br/><br/><strong>Statement of Values</strong><br/><br/>Library staff, trustees, and Friends are committed to offering high-quality information, resources, and programming to the Cohasset community and beyond. We work to ensure that all citizens have equal access to information and that all persons are welcomed by professional staff dedicated to providing outstanding services.",http://www.cohassetlibrary.org/
Hingham Square,1,,42.24305,-70.88714,,74 North St #1813,,Ralph's Hingham Wine Merchant,Wine,,,,,"Ralph’s Hingham Wine Merchant is the destination for wine, beer and food lovers on the South Shore. We taste and personally select every single item we stock, and we take pride in building an atmosphere in our store that is welcoming, educational and—most important—fun. Stop in for a bottle or a case.  Come to one of our in-store tastings and sign up for one of our classes. You don’t have to be an expert, but you do have to enjoy drinking excellent wine and beer and eating great food!",http://www.ralphshwm.com/
South Hingham HM,1,,42.17599,-70.88588,Colonial,1217 Main St,,The Whiton,Whiton,Scarlet Oak Tavern,,0,0,"1217 Main Street, the home in 2017 of the Scarlet Oak Restaurant, has a rich history dating from 1640 when the land was granted to Robert Peck. Daniel Whiton bought the property to build his fine Georgian house here in 1757. The property remained in the Whiton family until 1916.<br/><br/>The Whitons were wealthy farmers and carpenters. They also served as town constables. Two Whitons fought in the Revolutionary War. Joseph Jacob Whiton, Daniel’s eldest great grandson and successful Boston clothing merchant, died without any children, so his brother Amasa, inherited Daniel’s Boston and Hingham properties, valued at a then-sizeable $159,000 in 1863. Amasa served as a state senator, member if the school committee and trustee of the library. Amasa’s wife, Hannah (Fearing) Whiting, owned the property after his death. She lived until age 85, and her travels between Boston and Hingham would frequently be covered in the Hingham Journal. Ada Bacon, Hannah’s daughter, eventually sold the 1217 Main Street property out of the family.<br/><br/>In 1938, Otto and Herberta Kley bought the home and established the Country Fare restaurant there. The Country Fare became a Duncan Hines-recommended restaurant and served Hingham for more than 40 years. During that time, Otto and Herberta lived upstairs. For 16 years, a new owner would operate the restaurant as the Whiton House. Then, with changes in ownership it was for a brief time the restaurant Siros, followed by the Black Fin Chop House (2003-2005.) Since 2007, The Scarlet Oak, owned by Jed and Joshua Webber (the Webber Restaurant Group), has operated here. The name “The Scarlet Oak” was inspired by a grove of scarlet oak trees that were once on the property. The old barn adjacent to the original structure has now been incorporated on the first floor as part of the restaurant’s kitchen area.",https://www.scarletoaktavern.com
South Hingham HM,1,,42.21647,-70.88724,Cape Cod,10 Friend St,,10 Friend St,Friend,"1,048,200",1750,2048,2.61,Built in 1750,https://www.realtor.com/realestateandhomes-detail/10-Friend-St_Hingham_MA_02043_M35467-49895
Hingham Center HM,1,,42.23014,-70.87984,Cape Cod,2 Pond St,,Peter Sprague,Sprague,"1,323,500",1799,2563,0.59,,https://www.zillow.com/homedetails/2-Pond-St-Hingham-MA-02043/56640480_zpid/
Beacon Hill,1,,42.35765,-71.07045,,60 Charles St,,Flat of the Hill,,,,,,"<div style=""text-align:left;""><strong>HELLO FROM FLAT OF THE HILL</strong><br/><br/>Since 1998, the Flat of the Hill has provided our shoppers with unique items that range from bags, pillows, soaps, jewelry, dinnerware, and more. Located on Charles Street in historic Beacon Hill, we cater to locals and tourists alike. Visit us in store whether you’re looking for the perfect gift or want to treat yourself.</div>",http://www.flatofthehill.com/
Hingham Square HM,1,,42.24118,-70.89394,Italianate,142 South St,,Elihu Thayer,Thayer,"2,730,000",1890,4169,0.68,,https://www.zillow.com/homedetails/142-South-St-Hingham-MA-02043/56639132_zpid/
Hingham Center HM,1,,42.22855,-70.88205,Traditional,384 Main St,,George A. Hobart,Hobart,"1,385,400",1800,2309,0.25,,https://www.zillow.com/homedetails/384-Main-St-Hingham-MA-02043/56640445_zpid/
Reeds Corner,1,,42.22116,-70.80108,,790 Chief Justice Cushing Hwy,,Curtis Liquors,Liquor,,,,,"<div><strong>Hours</strong></div><br/>
<div style=""white-space:pre"">
Sunday&#9;Closed
Monday&#9;11:00AM-5:00PM
Tuesday&#9;11:00AM-5:00PM
Wednesday&#9;11:00AM-5:00PM
Thursday&#9;11:00AM-5:00PM
Friday&#9;&#9;11:00AM-5:00PM
Saturday&#9;11:00AM-5:00PM
</div>",https://curtisliquors.com/
Cohasset,1,,42.24121,-70.80265,,3 S Main St,,Assembly,Clothing,,,,,<div style='text-align:left;'><strong>Brands</strong><br/><br/>AGOLDE<br/>BARE KNITWEAR<br/>CITIZENS OF HUMANITY<br/>CLOSED<br/>COTTON CITIZEN<br/>EDWIN<br/>FAHERTY<br/>FREECITY<br/>HIROSHI KATO<br/>JANESSA LEONE<br/>JEANERICA<br/>LNA<br/>MARINE LAYER<br/>MARISSA WEBB<br/>MIKOH<br/>NATION LTD.<br/>NILI LOTAN<br/>ORGANIC BY JOHN PATRICK<br/>PAIGE<br/>PLACE NATIONALE<br/>RAILS<br/>R+R SURPLUS<br/>SOL ANGELES<br/>TAYLOR STITCH<br/>THE GREAT.<br/>THEORY<br/>TIGER OF SWEDEN<br/>VELVET BY GRAHAM & SPENCER<br/>XIRENA</div>,https://assemblyshowroom.com/
Hingham Square HM,1,,42.24074,-70.88399,Greek Revival,12 Water St,,Issacher Fuller,Fuller,"2,099,900",1840,3473,0.39,,https://www.zillow.com/homedetails/12-Water-St-Hingham-MA-02043/56639296_zpid/
Hingham Center HM,1,,42.23488,-70.88139,Italianate,244 Main St,,Dr. E. Stephenson,Stephenson,"2,935,000",1851,5129,0.5,,https://www.zillow.com/homedetails/244-Main-St-Hingham-MA-02043/56640017_zpid/
Scituate,1,,42.1956,-70.72477,,132 Front St,,Welch Company,Boutique,,,,,"<strong>OUR STORY</strong><br/><br/>Since its founding in 1879 by George Welch, the Welch Company has been dedicated to providing shoppers on Boston's South Shore with quality merchandise and an unmatched level of customer service. It’s a core commitment which has remained unchanged for nearly 140 years and continues today.  But, oh, how everything else has changed!<br/><br/>Originally a general store, the Welch Company offered Scituate residents utilitarian wares such as hardware and paint in a rambling old building on the waterfront. Over the decades, the selection evolved and, where once locals came in for a box of nails or a bucket of paint, the Welch Company became the store where people from throughout the region found decorative items for the home and unique gifts.<br/><br/>In 2006, the Welch Company moved into a new location. We’re still located on Front Street, overlooking Scituate’s beautiful waterfront, but we now occupy two floors of space where floor-to-ceiling windows frame the views of the harbor and fill the shop with sunlight.<br/><br/>You’ll no longer find hammers and hardware at the Welch Company. What you will find is handmade jewelry and original artwork. You’ll also find exquisite linens, pillows and throws from Matouk, Sferra and other fine companies. We have an endless selection of home décor accessories as well as tableware from Juliska and Mariposa and stemware from Rolf Glass. We also carry lighting from Currey & Company, Visual Comfort, Jamie Young and home furnishings, which you’ll find arranged throughout the shop in thoughtful vignettes designed to inspire. We invite you to come and explore our store on your next trip to Scituate Harbor.",http://www.welchcompany.com/
Reeds Corner,1,,42.2223,-70.80305,,750 Chief Justice Cushing Hwy,,Teodora's,Butcher,,,,,"<div style=""text-align:center""><strong>The story behind our family ranch</strong><br/><br/>
As I child, I would spend my days on Dad’s ranch, which could only be accessed by a long and narrow dirt road. The site had no running water or electricity! Of course those days had changed for a more modem lifestyle. I lived my days among the cattle, enjoying simple the things you can only find in the serenity of the countryside and farm life . My precious time growing up on the ranch is the foundation for the passionate and tenacious woman I have become.
</div><br/>
My Father is my true inspiration and my fortitude comes from him. Dad built his successful Ranch business from the ground up under very difficult circumstances. Watching him overcome these seemingly unsurmountable obstacles instilled in my heart my lifelong passion for the ranch life. He received great satisfaction in producing the highest quality grass fed meat through the best practices it came naturally to him : the sustainable ranch practices, humane treatment of the animals, hard work, and an honest trade.<br/><br/>
But, I'm also grateful that I'm the daughter of Manoel Teodoro . His only daughter who followed his footsteps and the love for cattle Ranch life and how important is to take care of the land and the animals so they can take take of us . My Dad’s life journey and legacy has always proved to me that I can do hard things.<br/><br/>
So - this may sound pretty elementary, but I'm a forever daddy's girl.
",https://www.teodoras-boucherie.com/
Hingham Square,1,,42.24136,-70.88844,,55 Main St,,Hingham Institution for Savings,Bank,,,,,"Incorporated in 1834 by act of the Massachusetts Legislature Institution for Savings is one of America’s oldest banks. When it was first incorporated, the Bank did not have a permanent building and we accepted deposits at David Harding’s general store on North Street in Hingham. Although we have long since outgrown the general store, we have not outgrown our focus on community, family, and local businesses. We are proudly independent and remain committed to preserving and expanding the legacy established at Hingham.",https://www.hinghamsavings.com/
North Scituate,1,,42.223571299999996,-70.78804389999999,,62 Mordecai Lincoln Rd,,Mordecai Lincoln,Historic Homestead,,,,,"<div style=""text-align:left;font-size:18px;font-weight:900;"">Mill and Homestead</div><br/><div style=""text-align:left;font-size:12px;font-weight:500;"">16 score and 12 years ago (in1692), the great, great, great grandfather of Abraham Lincoln, Mordecai Lincoln, built a mill and homestead on approximately 5+ acres of bucolic land bordering the Gulph River and a tidal marsh in what is now North Scituate. In 2022, the Town of Scituate acquired the property and commissioned a committee to explore alternatives for the use of the truly unique land and buildings.</div></div>
<br/>
<a href='https://www.nsrwa.org/listing/mordecai-lincoln-mill/' target='_blank'>Mordecai Lincoln</a>, a blacksmith, built a house on this property before 1695, as well as a series of mills — a sawmill and grist mill at the mouth of Bound Brook, another mill farther upstream, and another even farther up, near Cohasset’s Lily Pond. Water flow was insufficient for powering any of the mills for more than two days at a time, so Lincoln staged his operations, employing vertical water wheels and a series of dams. He’d work for two days at one dam, until the water ran out, then move downstream to the next. The dam at today’s Mordecai Lincoln Road (formerly Blossom Street) quickly became a roadway, and a much more convenient way to cross the stream.<br/><br/>
After 1810, Caleb Lincoln, a descendent of Mordecai, sold the mill properties out of the family. The mills were renovated or reconstructed in the mid-1800s, with turbines replacing the water wheels. Ownership shifted again in 1882. The final milling operation on this site — Lincoln Mill Grain and Feed Company — existed from about 1905 to 1922. After it failed, John Cornett took over the site, with the Ladd family to follow in 1957.<br/><br/>
On the more spooky side, <a href='https://www.scituation.net/features/2020/01/19/the-ghouls-of-massachusetts/' target='_blank'>legend has it</a> that a young girl drowned in the adjacent pond across the street and now has taken permanent residency in the mill which runs along the road. Residents have reported seeing a little girl scratching at the windows as well as hearing screams from the barn and surrounding wetlands. Little wet footprints have also been seen on the road in front of the building.<br/><br/>
Sources:<br/><br/>
<ul>
<li><a href='https://www.nsrwa.org/listing/mordecai-lincoln-mill/' target='_blank'>North and South Rivers Watershed Association</a></li>
<li><a href='https://www.scituation.net/features/2020/01/19/the-ghouls-of-massachusetts/' target='_blank'>The Scituation</a></li>
</ul>",https://scituatehistoricalsociety.org
South Hingham HM,1,,42.21303,-70.88311,Colonial,648 Main St,,Peter Jacob,Jacob,"2,750,000",1752,5443,1.8,"A 1752 colonial home. Peter Jacob was born on February 12, 1667, in Hingham. Died on Septembre 1753, in Hingham. He was the son of Captain John Jacobs and Mary Jacobs. He married Hannah Jacob. They had 11 children together.",https://www.realtor.com/realestateandhomes-detail/648-Main-St_Hingham_MA_02043_M36927-57858
